,Grade_x,School Year_x,Date of Test,Pre or Post?,Main Language Used In Exam,EGRA Question 1: Reading Habit,EGRA Last Book Read,Reads With Others,"How Often, ReadsWithOthers",Student Gender,Date,Q1 Rating or Answer,Q2 Rating,Q3 Rating or Answer,Q4 Rating or Answer,Q5 Rating or Answer,Q6 Rating or Answer,Q7 Rating,Q8 Rating,Skill to Improve 1,Skill to Improve 2,Minutes Spent Observing,Minutes Spent Coaching,Total Score,Teacher Number: Gender,Teacher Number: School Years in Teacher Support Program,Teacher Present,Average Students Enrolled,School Year_y
271,2,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
272,2,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
273,2,2019-2020,10/7/19,Pre,Ewe,Yes,No,0,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
274,2,2019-2020,10/7/19,Pre,Ewe,Yes,No,0,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
275,2,2019-2020,10/7/19,Pre,Ewe,Yes,No,0,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
276,2,2019-2020,10/17/19,Pre,English; Ewe,Yes,Yes,1,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
277,2,2019-2020,10/17/19,Pre,English; Ewe,Yes,Yes,1,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
278,2,2019-2020,10/17/19,Pre,English; Ewe,Yes,Yes,1,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
279,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
280,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
281,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
282,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
283,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
284,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
285,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
286,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
287,2,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
288,2,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
289,2,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
290,2,2019-2020,10/7/19,Pre,English; Ewe,Yes,Yes,0,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
291,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
292,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
293,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,No,0,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
294,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
295,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
296,2,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
297,2,2019-2020,10/8/19,Pre,English; Ewe,No,No,0,2,Female,2019-11-11 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
298,2,2019-2020,10/8/19,Pre,English; Ewe,No,No,0,2,Female,2019-10-21 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Female,3,Present,16,2019-2020
299,2,2019-2020,10/8/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-10 00:00:00,3,3,3,4,3,3,4,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,26,Female,3,Present,16,2019-2020
300,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
301,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
302,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
303,4,2019-2020,10/9/19,Pre,Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
304,4,2019-2020,10/9/19,Pre,Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
305,4,2019-2020,10/9/19,Pre,Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
306,4,2019-2020,10/10/19,Pre,English; Ewe,No,No,0,2,Male,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
307,4,2019-2020,10/10/19,Pre,English; Ewe,No,No,0,2,Male,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
308,4,2019-2020,10/10/19,Pre,English; Ewe,No,No,0,2,Male,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
309,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
310,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
311,4,2019-2020,10/9/19,Pre,English; Ewe,Yes,Yes,1,1,Male,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
312,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
313,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
314,4,2019-2020,10/7/19,Pre,English; Ewe,No,No,0,2,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
315,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
316,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
317,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
318,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
319,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
320,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
321,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
322,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
323,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
324,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-11-11 00:00:00,2,3,2,3,3,2,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,21,Male,1,Present,16,2019-2020
325,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-10-21 00:00:00,2,2,2,3,3,3,3,3,Lesson Plan Delivery,Preparation,25.0,5.0,21,Male,1,Present,16,2019-2020
326,4,2019-2020,10/8/19,Pre,English; Ewe,Yes,Yes,1,1,Female,2020-02-10 00:00:00,3,3,3,3,3,3,3,3,Lesson Plan Delivery,Lesson Objectives,25.0,5.0,24,Male,1,Present,16,2019-2020
327,5,2020-2021,11/25/21,Post,English,Yes,Yes,0,0,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
328,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
329,5,2020-2021,11/25/21,Post,English; Ewe,Yes,Yes,1,3,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
330,5,2020-2021,5/10/21,Pre,English,No,Yes,1,3,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
331,5,2020-2021,11/25/21,Post,English; Ewe,Yes,Yes,1,3,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
332,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
333,5,2020-2021,11/25/21,Post,English; Ewe,Yes,Yes,1,3,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
334,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,No,0,0,Male,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
335,5,2020-2021,11/25/21,Post,English; Ewe,Yes,Yes,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
336,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
337,5,2020-2021,11/25/21,Post,English; Ewe,No,No,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
338,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,No,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
339,5,2020-2021,11/25/21,Post,English,Yes,Yes,1,1,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
340,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,No,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
341,5,2020-2021,11/25/21,Post,English; Ewe,Yes,Yes,1,4,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
342,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
343,5,2020-2021,11/25/21,Post,English,Yes,Yes,0,0,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
344,5,2020-2021,5/10/21,Pre,English; Ewe,Yes,Yes,1,3,Female,2021-06-14 00:00:00,3,4,3,4,4,4,4,4,Classroom Leadership/Managing Student Behavior,Professionalism,20.0,10.0,30,Male,3,Present,15,2020-2021
345,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
346,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
347,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
348,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
349,1,2018-2019,10/16/18,Pre,Ewe,No,No,0,2,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
350,1,2018-2019,10/16/18,Pre,Ewe,No,No,0,2,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
351,1,2018-2019,7/1/19,Post,Ewe,Yes,Yes,1,3,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
352,1,2018-2019,7/1/19,Post,Ewe,Yes,Yes,1,3,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
353,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
354,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
355,1,2018-2019,7/1/19,Post,English; Ewe,Yes,No,1,3,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
356,1,2018-2019,7/1/19,Post,English; Ewe,Yes,No,1,3,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
357,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
358,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
359,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
360,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
361,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
362,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,1,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
363,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
364,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
365,1,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,1,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
366,1,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,1,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
367,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
368,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
369,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
370,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
371,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
372,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
373,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
374,1,2018-2019,10/16/18,Pre,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
375,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
376,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
377,1,2018-2019,10/16/18,Pre,Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
378,1,2018-2019,10/16/18,Pre,Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
379,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
380,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
381,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,3,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
382,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,No,1,3,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
383,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
384,1,2018-2019,7/1/19,Post,English; Ewe,No,No,0,2,Male,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
385,1,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,2,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
386,1,2018-2019,7/1/19,Post,English; Ewe,Yes,Yes,1,2,Female,2019-06-25 00:00:00,3,2,2,2,3,3,3,3,Lesson Objectives,Lesson Objectives,15.0,15.0,21,Female,2,Present,31,2018-2019
387,1,2018-2019,10/16/18,Pre,English; Ewe,Yes,Yes,1,1,Female,2019-05-29 00:00:00,2,3,2,2,3,3,2,3,Classroom Leadership/Managing Student Behavior,Communication of Content,15.0,15.0,20,Female,2,Present,31,2018-2019
